key,0,1,2,3,4,5,6,7,8,9,10,11
246,"超大型的气泡鱼，因为过于巨大导致人们都想不出起什么名字合适了。最后一些在第六星历后期见识过巨大轰击怪的人们决定将这个名字送给这条大鱼。看来它带来的震撼不亚于当年的大爆弹。",7924,80,0,True,True,0,137,0,True,True,True
247,"这种鱼对环境的盐分浓度要求特别高，因此不会生活在同一片水域太长时间。因此对于那些想要钓到这种鱼的捕鱼人来说，不单熟悉潮汐很重要，观察天候同样也很重要。",7925,80,0,True,True,2,137,0,True,True,False
248,"锤头鲨通常都是集体行动的，但这条孤独杀手却始终走在自己不同寻常的路上，即使是暴风骤雨之中也能悠闲自得地在海中闲游，并顺便捕食一些仓惶逃窜的小鱼儿。",7926,80,0,True,True,1,138,0,True,False,True
249,"在石绿湖的湖底温泉喷出口附近发现的一种鳟鱼，每天都在温水中优哉游哉地躺着，几乎不怎么游动。",7927,80,0,True,True,3,139,0,True,True,False
250,"浑身上下都是蜥蜴人族的刺枪造成的伤痕，这种鱼的一生都在和那些尖枪斗争，不屈不挠的精神令诸多战士望而却步。",7928,80,0,True,True,2,146,0,True,True,True
251,"犹如金属一般坚固的鳞片使这种带鱼在各种各样的情况下都生存了下来。长期为了生存而挣扎也使它变得非常狡猾，几乎从不会让任何人看到它换气的样子。",7929,80,0,True,True,3,146,0,True,False,True
252,"潜藏在沙海深处的未确认生物。据目击到的乌族猎人说，这种怪物有着3张裂开的大嘴，真是十分狰狞的样子啊……",7930,80,0,True,True,4,146,0,True,False,True
253,"大型的沙丘蝠鲼。根据乌族的传说，在过去，魔法师之间为了竞争会制作出许多带有魔法的绒毯，而这种鱼便是从这些绒毯变化而来。",7931,80,0,True,True,4,146,0,True,True,True
254,"伊修加德的圣达奈芬传说中有一个龙骑士经常在河边练习枪术的故事，那位龙骑士为了令自己投枪更加精准，而找到了这种长寿樱鳟做靶子进行着夜以继日的练习。",7932,80,0,True,True,2,155,0,True,False,True
255,"闪耀着诡异光辉的绿灯球藻，据说是丧身于魔兽啮齿雷蛟利齿之下的亡灵汇聚到一起变化而成。",7933,80,0,True,True,3,155,0,True,True,False
256,"这种鱼的生命力之顽强甚至能够承受得住魔界花的消化液，最终得以坚持到魔界花将它排出体外。不过这趟体内之旅还是留下了一些影响，消化液使这种鱼得到了奇妙的美貌，犹如做过一次美容手术。",7934,80,0,True,True,3,148,0,True,True,False
257,"为了保持青春，阿芒迪娜女士沐浴之时所使用的鲜血不单只来自妙龄的少女，还包括一切她觉得皮肤比她光滑的生物。也正是这些鲜血，导致一种蒙凯恩凯鱼发生了难以想象的变化。每当雷鸣之时，这种鱼便会开始发狂。",7935,80,0,True,True,2,148,0,True,False,True
258,"妖精族进献给雷神拉姆的供品。不过这位森中长老却认为这条鱼死在了它的命数之前，于是赐给了它一次重生的机会，并且同样视其为自己的孩子。",7936,80,0,True,True,3,153,0,True,False,True
259,"据说能够吞噬雷电的奇鱼。根据地灵族的传说，拉诺西亚外地之所以极少有雷雨出现，正是因为这种鱼将雷电吞噬掉，只留下了雨水。",7937,80,0,True,True,2,180,0,True,True,True
260,"世人皆知射水鱼有着非比寻常的特殊技能，不过并不是所有的射水鱼都有沉溺射手一样的精准度。据说沉溺射手从未失手过，甚至让人怀疑其是当年那位失足落入永恒川中的名射手转生而成的。",7938,80,0,True,True,3,137,0,True,False,True
261,"在求偶期，雌性的硬毛蟹通常会根据雄性的蟹螯来选择配偶。于是某种雄性为了使自己的蟹螯看起来比实际的要大，会跳起一种独特的舞蹈，结果竟然出乎意料地好。从此，丽舞蟹便成了硬毛蟹中的花美男，导致接雨草树林地区的硬毛蟹都带有一些它的特征……",7939,80,0,True,True,2,137,0,True,False,True
262,"银镜鱼的鳞片美得令人窒息，很多时候甚至它会被自己反射出的光吓到。无论是鱼还是人，凡是想要捉住银镜鱼的生物，基本都会因为看到鳞片上映射出的自身倒影而惊讶吧。",7940,80,0,True,True,3,137,0,True,True,True
263,"据说曾经梅尔维布提督发现通往新大陆的西方安全航线之时，正是依靠这种巨大的翻车鱼指引路线。",7941,80,0,True,True,1,138,0,True,True,True
264,"据说这种琵琶鱼一旦开始饲养便绝对不能抛弃，否则会为饲主的家族带来千年之久的诅咒。所以养到其自然死亡是比较明智的选择，可惜这条鱼之前的那些饲主们都没有认识到这一点，最后一位饲主甚至在放生之时跌落到河里淹死了。",7942,80,0,True,True,3,145,0,True,False,True
265,"在吃掉了同一水域的所有其他鱼类之后，汉尼拔把目光放到了它的兄弟姐妹身上。此后，在水边钓鱼的捕鱼人们变成了它的唯一目标。",7943,80,0,True,True,3,147,0,True,True,True
266,"伊修加德的骑士们声称如果有人早上看到了太阳女神在亲吻黎明少女，那么这一天的天空将会万里无龙。但是没有人提过如果黎明少女被一位海川鱼神钓走了会怎么样……",7944,80,0,True,True,2,155,0,True,True,True
267,"星光鳟鱼身上的斑纹犹如满天繁星一般华美。很多人都相信这种鱼得到了行星神妮美雅的恩惠，不但有着星空般的花纹，还有着很长的寿命。",7945,80,0,True,True,2,155,0,True,True,True
268,"伟大的公鱼之母，据说生下了超过1000个的孩子。每当有自己的孩子被捕鱼人钓走时她的愤怒便会加深一分，现在的愤怒已经激烈到足以融化寒冰的程度了。",7946,80,0,True,True,3,155,0,True,False,False
269,"这种鱼在一些当地捕鱼人之间已经成为了传说。因为它的戒备心和警觉性都非常高，一丁点风吹草动都会被察觉，所以即使只是看到它的影子都可以算得上是撞大运了。",7947,80,0,True,True,2,154,0,True,True,True
270,"想成为一名海盗很简单，想成为一名出色的海盗也很简单，想要收集全海盗三宝也不是多困难的事，一只会说话的鹦鹉，一个独眼眼罩以及一条木制假腿都可以轻易得到。不过，一名真正有地位的海盗绝对不能缺少一个精美的酒杯，比如用一只巨大的鹦鹉螺做成的酒杯。",7948,80,0,True,True,0,138,0,True,True,False
271,"云海食物链的顶点。背向太阳从空中突降捕捉猎物的技术令人拍手叫绝，堪称大自然奇妙美景之一。",7949,80,0,True,True,5,155,0,True,True,True
272,"极少在近海出现的古代鱼。据说这种鱼在远古时期的祖先甚至比海洋女神还要古老。海德林召唤出古老的大蛇填满了世界上的海洋。这种鱼会利用它尖锐的牙齿捕捉巨大的章鱼等头足类动物。",7950,80,0,True,True,1,138,0,True,True,True
273,"一种大型节肢动物，生存在深渊的最深处。周围几乎没有任何其他的生物，因此它主要靠直接吸收水中的以太来维持能量，据说两次进食之间可以间隔多年。",7951,80,0,True,True,3,156,0,True,True,True
274,"人们经常感到奇怪，这种鱼如何能在拥有如此炫目外表的条件下从大型捕食者的嘴下生存下来。其实一切都是因为它天生小心谨慎，只要察觉到附近有丛林鲶鱼在活动，它就会保持静止状态一动不动直到危机解除。",8752,80,0,True,True,3,137,0,True,False,False
275,"这条巨大的枪鱼经历过了太久的岁月。据说当初它与一位技艺高超的捕鱼人缠斗了三天三夜，最终成功将捕鱼人拖入海中。每当提起这条鱼的时候，即使是资深的捕鱼人也会给出极高的评价：“一条鱼并不是生来就是要被钓起的。”",8753,80,0,True,True,1,137,0,True,False,True
276,"第七灵灾之后，受到紊乱的以太流影响的并不仅仅是大地，海中的生物也随之发生了异变。一条小撒拉奥斯受到了影响突变成了令人难以置信的样子，犹如海中的霸王。",8754,90,0,True,True,1,137,0,True,False,True
277,"与腔棘鱼有一定的亲缘关系。不过与腔棘鱼比起来，空棘鱼更大、更老、更加难以寻找。据传说，只有密云笼罩月亮的夜晚，这种鱼才会悄然浮到浅水区。但是由于目击情报实在是太少，大多数捕鱼人都认为这种鱼恐怕已经灭绝了。",8755,80,0,True,True,0,138,0,True,True,True
278,"一种古代种海螺，有着长枪一样的壳，极为罕见。原本人们都认为这种螺已经灭绝了，但是有一次黑涡团发现军舰的船底居然被这种螺刺穿。这对黑涡团来说是个不幸的事故，但是对捕鱼人和海洋生物学家而言却是天大的好消息。",8756,85,0,True,True,1,138,0,True,True,True
279,"一种巨大的海生怪鱼，鱼人族相信这种鱼是自己祖先转生而成的。据说鱼人族有着这样一个传统，当鱼人产卵时，长老会检查新卵中是否存在虚弱的迹象。一旦认定某些新卵的健康情况不合格，这些卵便会被抛弃到大海中，成为献给海巫婆的供品。",8757,80,0,True,True,1,138,0,True,True,True
280,"体型巨大的狱火蜗牛。因为狱火蜗牛对蜥蜴人族来说是不可多得的美味，所以通常很少能够长大。然而一旦有个体能够幸运地躲过抓捕，他们便能够成长到一个非常巨大的尺寸。",8758,80,0,True,True,3,156,0,True,False,True
281,"在艾欧泽亚的特定地区，时而会出现一种以太浓度骤然提高的“妖雾”天气。很多人都认为这些以太是从名为“虚无界”的异界泄露到艾欧泽亚来的。虚无鲈也被认为是与妖雾同源的一种异界生物。",8759,80,0,True,True,3,156,0,True,False,True
282,"当人们提到科内利亚这个名字时，他们可能是在说享誉盛名的传说级女格斗家，也可能是在说一条传说级的斗争琵琶鱼。这种鱼只会在一种情况下离开自己的产卵地，那就是在放倒周围所有其他斗争琵琶鱼之后。",8760,80,0,True,True,2,154,0,True,False,False
283,"这种鱼的名字来源于远东的暗杀者。无论是同类的暗斗鱼还是其他类的鱼，它对胆敢擅自闯入自己领地的鱼类只有一个回答——杀。",8761,80,0,True,True,3,156,0,True,True,True
284,"很多水生生物（甚至包括龟类，虽然不少学者不承认龟类也属于水生生物）都只有5年左右的寿命。但这条加诺却至少活过了它们20倍的时间。至于长寿的秘诀嘛……大概是精心挑选的食物吧。",8762,80,0,True,True,2,156,0,True,True,True
285,"突然变异产生的白色鲶鱼，其体型巨大甚至能够生吞一个人类。为了争夺地盘，杀手库诺经常与加诺进行战斗。",8763,85,0,True,True,3,156,0,True,False,False
286,"关于海盗猎人有着很多种传说，但无一不是讲述其巨大的身躯如何撞坏了海盗船的龙骨，导致整艘船带着宝物沉入海底。越来越多的人听了传说之后想要去寻找那些葬身海底的宝藏，可他们只不过是为海盗猎人的传说再加上一笔罢了。",8764,80,0,True,True,1,140,0,True,False,False
287,"凶暴而巨大的鳖。据说它曾经无意间到达过一处逃亡的百臂巨人栖身的山洞中，结果没过多久，那些可怜的百臂巨人就被吞食干净了。",8765,80,0,True,True,3,140,0,True,True,True
288,"每到下雨的时候，这种八目鳗便会出现在水边，用鞭子一样的尾巴将猎物击昏，并吸干猎物的血。当雨停的时候，它会再次回到泉水中等待下一次进食的机会。",8766,80,0,True,True,2,140,0,True,False,True
289,"据说，当初有几条乌兹刀背鱼在游到一片被青磷水污染的水区时，正好赶上一位粗心的冒险者不小心将萨维奈灵药掉到了水中，于是这些鱼就获得了新的身份。不过学者们都表示坚决反对这种结论，他们声称如果这是真的，那么市场上应该到处都有牛肉干·天极了。",8767,80,0,True,True,3,147,0,True,True,True
290,"与艾欧泽亚的其他大部分生物都有所不同，旋齿鲨的牙齿至死都不会停止生长。于是导致这种鲨鱼的下颚变成了奇妙的齿轮形状。每当沙海的浓雾散去，旋齿鲨便会出来开始狩猎它的猎物了。",8768,85,0,True,True,4,146,0,True,True,True
291,"这种狗鱼既狡猾又谨慎，一生都将自己处于黑暗之中。即使是绿灯球藻发出的微弱光芒都会刺激到它那极其敏感的眼睛。",8769,80,0,True,True,2,155,0,True,True,True
292,"每当白雪飘扬在库尔札斯的山地上空时，蓝尸便会停止自己的一切生理活动，像尸体一样沉到水底，直到再次放晴才会重新开始进行微量的活动。这种极端减少代谢的方法或许也是它长寿的秘诀。",8770,80,0,True,True,2,155,0,True,False,True
293,"一种巨大的喙嘴龙，能够和雪云一同移动，并在猎物被暴风雪所困的时候发动攻击。据说它能够利用精神波来支配其他同族。",8771,80,0,True,True,5,155,0,True,False,True
294,"云海的帝王，甚至马哈尔都是它的嘴下猎物。在最近的一次博物研讨会上，博物学家马尔塞特发表演讲声称这种生物并非属于云海鱼类，而是甲鳞纲的一种，结果她遭到了所有人的嘲笑。",8772,85,0,True,True,5,155,0,True,False,False
295,"这种蘑菇蟹身上的蘑菇致幻性特别强烈，据说吃下去之后会产生“这个队伍一定能过”“这把就该出我的东西了”“我已经出圈了”之类不知所谓的幻觉。",8773,80,0,True,True,3,152,0,True,False,True
296,"在黑衣森林曾经流传过一条巨大泷太郎的传闻，吸引了诸多优秀捕鱼人前去一探究竟。结果他们发现传闻的来源其实是一位喝醉了的猎猪人在兀尔德泉撞到头之后产生的幻觉……",8774,80,0,True,True,3,153,0,True,False,True
297,"极为罕见的大鱼，据说其只需轻轻一摆鱼鳍便能够引发大浪。为了争夺兀尔德恩惠地的王者宝座而一直在与大泷太郎进行无尽的较量。",8775,85,0,True,True,3,153,0,True,False,False
298,"红色的鳞片犹如鲜血一般赤红，它也知道自己的颜色过于显眼，于是总是在浓雾的天气进行捕猎。",8776,80,0,True,True,3,156,0,True,True,True
299,"一种非常巨大的愿贝，因为体型过于巨大导致人们曾认为这种贝能够直接将人类活活吞下，所以也给其取了一个“吃人贝”的别名，虽然后来证实了这其实是一个误会，但在误会打消之前已经有很多只大愿贝被人们给捕走了。",10123,80,0,False,True,1,137,0,True,True,False
300,"公鱼的变种，适应灵灾后异常寒冷的库尔札斯西部高地的气候。它那细长的嘴可以轻而易举戳碎薄冰。",12713,120,0,False,False,3,397,0,True,False,False
301,"栖息在云海的生物，形似珊瑚。因其色泽白皙且十分轻巧而被当地人称为“云骨”。",12714,120,0,False,False,5,397,0,True,False,False
302,"一种十分美丽的卷贝。因其捕食的身姿如战争神哈罗妮一般勇猛而得名。",12715,120,0,False,False,3,397,0,True,False,False
303,"在云海飞来飞去的虫型浮游生物。筒状的身体利用风属性以太，乘风自由飞翔。",12716,120,0,False,False,5,397,0,True,False,False
304,"相传原产于北阿巴拉提亚山脉的高山地带，灵灾后由于寒冷化加剧而扩大了生存范围。其肉十分紧实，甚是鲜美。",12718,125,0,False,False,3,397,0,True,False,False
305,"上下两片贝壳有如利齿一般，可以轻易咬碎厚厚的冰块。要是不小心把手指伸了进去，后果不堪设想。",12719,125,0,False,False,3,397,0,True,False,False
306,"浑身长满尖刺的恐怖生物。如果将它放在冰面上，它的刺就会灵巧地钻出冰洞，为其制造逃生的机会。",12720,125,0,False,True,3,397,0,True,False,False
307,"鲶鱼的一种，鱼身显赤褐色。其胸鳍及背鳍上长满了尖刺，钓上来的时候要小心伤到手。",12721,125,0,False,False,2,398,0,True,False,True
308,"钳子又长又壮，可以轻易撬开石蚌的外壳将其捕食，甚至连壳里面的贝柱都不放过，吃得别提有多干净。",12722,125,0,False,False,2,398,0,True,False,False
309,"一种软体生物，青色的飞膜有如花瓣一般。利用风属性以太在空中飞翔。虽然外表很梦幻，却释放出很强烈的恶臭。",12723,120,0,False,False,6,401,0,True,False,True
310,"散发着凉气的核状生物。有人说它是冰元精的幼体，也有人说它根本不是生物，而是一种以太结晶。",12724,120,0,False,False,5,397,0,True,False,True
311,"被比喻为妖异食人魔角的卷贝。由于寒冷化的影响而濒临灭绝，一小部分残存在温泉口附近。",12725,139,0,False,False,2,397,0,True,False,False
312,"黑巫鱼天生拥有控制火属性以太的能力，它能够将自身周围的水温提高，从而保证在第七灵灾后的寒冷环境中也能够正常生存。",12726,125,0,False,False,3,397,0,True,True,False
313,"鲶鱼的同伴，长有能够释放高温的胡须。在捕食时，它会用胡须触碰适应了低水温的其它鱼，利用热冲击捕食猎物。",12727,125,0,False,False,2,397,0,True,False,True
314,"一种淡水鱼，名字在瓦努语中是“贫弱”的意思。对视肥满为美的瓦努族来说，显然贫弱这个词是带有贬义的。",12728,130,0,False,False,3,401,0,True,False,False
315,"完全以食鱼为生，长有波浪形的三折嘴，不放过任何一条进入它口中的鱼。是皮皮拉皮拉鱼唯一的天敌。",12729,130,0,False,False,2,398,0,True,False,False
316,"一种叫声极像牛的蛙，可以用来作为以小钓大的鱼饵。不过对瓦努族来说，牛蛙要比那些水里的鱼好吃多了。",12730,136,0,False,False,3,399,0,True,False,False
317,"在瓦努族的传说中，这种淡水鱼出生于云彩之中。在它们活着的时候身体是半透明的，死后会渐渐变成白色。",12731,130,0,False,False,2,400,0,True,False,False
318,"附着在浮岛的岩壁上的软体动物，张开大口吞食一切飞来的生物。其名在瓦努语中是“贪婪”的意思。",12732,130,0,False,False,6,401,0,True,False,False
319,"像石头一样的贝，肉虽少但也不是不能吃。当地的猎人有时会用它来煮汤。",12733,136,0,False,True,3,398,0,True,False,False
320,"漂浮在云海中的卵状生物。身体的大部分是为其提供浮力的气囊，其生态至今仍是未解之谜。",12734,133,0,False,False,6,401,0,True,False,False
321,"一种在空中飞行的云海鱼，外形酷似蘑菇。据说哈佩亚鸟妖很喜欢吃这种鱼，有人曾见到过好几十只哈佩亚鸟妖一起捕猎的场景。",12735,130,0,False,False,6,401,0,True,False,False
322,"碧蓝色的珊瑚，让人联想到云海碧蓝色的天空。瓦努族自古用其制作颜料。",12736,133,0,False,True,6,401,0,True,False,False
323,"在寒冷的水域中生长，其肉紧实又肥美，是伊修加德贵族们的最爱。",12737,130,0,False,False,3,397,0,True,False,False
324,"据说是生活在内陆水域的鹦鹉螺的近亲。甲壳的内壁中含有魔力，为其提供生存用的热源。",12738,133,0,False,False,3,397,0,True,False,False
325,"大得快要掉下来的眼睛是它的特征。据说是为了警戒空中的天敌眼睛才进化到如此巨大。",12739,133,0,False,False,2,401,0,True,True,False
326,"外形有一点像鲤鱼，但背鳍比鲤鱼短，身体也又大又长。因只吃水草而得名。",12740,130,0,False,False,2,398,0,True,False,True
327,"皮皮拉鱼的原种，十分凶猛。听说曾有陆行鸟在过河时遭其成群袭击，不过几分钟就变成了一堆鸟骨头。",12741,145,0,False,False,2,398,0,True,False,True
328,"一种倒仰着游泳的淡水鱼，不仅行为古怪，就连身上的奇异花纹也能让捕食者目瞪口呆。",12742,133,0,False,False,3,400,0,True,True,False
329,"一种奇妙的鱼，会与同族不停地亲吻。不过这种行为可不是表达喜爱之情的，而是包含着一种威吓的意义。",12743,133,0,False,False,2,400,0,True,True,False
330,"一种近些年才发现的云海鱼。艾因哈特家的骑兵们觉得它长得很像教皇的法冠，因此才为它起了这么一个名字。",12744,133,0,False,False,6,401,0,True,False,False
331,"这种鲎拥有耐高温的外壳。目前只知道其在利用熔岩的热源。",12745,133,0,False,False,7,398,0,True,False,False
332,"据说是冰川核的近亲。瓦努族称之为雷云之源，用它来进行照明。",12746,133,0,False,False,6,401,0,True,False,True
333,"相传司掌河流与知识的男神沙利亚克曾用这种鱼进行传令。据说它与山岳神杜父鱼是近亲。",12747,133,0,False,False,3,399,0,True,False,False
334,"这种鱼会用强而有力的牙齿割碎冰面，以此捕食在冰上行走的动物。有人曾看见过它与极地熊殊死搏斗。",12748,136,0,False,False,3,397,0,True,False,False
335,"一种头部长有巨大肉瘤的淡水鱼。由于它圆滚滚的身子像极了瓦努族，因而得此名。",12749,136,0,False,False,2,401,0,True,False,True
336,"鲜艳的橙色花纹和优美的尾鳍是这种鱼的一大特征。骨颌族把它当做是武神罗波那的使徒。",12750,136,0,False,False,3,398,0,True,False,False
337,"用肺进行呼吸的鱼。就算湖水干涸，它也只是进入假死状态，并能够在此基础上活数年之久。",12751,180,0,False,False,3,402,0,True,False,True
338,"十分凶猛的淡水鱼。据说是豹鱼的近亲，身上长着和近东原产猛兽“老虎”一样的花纹。",12752,136,0,False,False,3,399,0,True,False,False
339,"小小的云海生物，美如小仙子。但它似乎并不符合瓦努族的审美，在瓦努族眼中，这种鱼简直丑到没朋友。",12753,130,0,False,False,6,401,0,True,False,False
340,"这种蟹会用炙热的钳子夹着坚硬的熔岩虫吃，简直是个熔岩美食家。它的外壳十分坚硬，就像精金制的甲胄。",12754,136,0,False,False,7,398,0,True,False,False
341,"据说是传说中的火妖马埃驮恩的孩子，表面被晶化的矿物所覆盖。",12755,136,0,False,False,7,398,0,True,False,False
342,"以食木为生，经常附着在木制船上，将船底蛀出一个大洞。相传萨雷安的许多船只就是这样被它们蛀沉的。",12756,136,0,False,False,2,399,0,True,False,False
343,"水陆两栖昆虫。由于在水里和陆地上都能生存，因此肩负着两边食物链最下层的重任。",12757,130,0,False,False,2,399,0,True,False,False
344,"绿灯球藻的近亲。在莫古力族之间流传着这样一个传说：莫古力族死后，头上的绒球会飘散在云海上空。",12758,136,0,False,False,3,400,0,True,False,False
345,"乍看很像是珊瑚，实际上是结晶状的小生物的集合。和矿爬虫一样，它也会熔化矿物为自己提供养分。",12759,136,0,False,True,7,398,0,True,False,False
346,"一种破云飞鱼，能够适应极高的高度。为了从云中的狩猎者手下逃命，它会在云上跳着移动。",12760,136,0,False,False,6,400,0,True,False,False
347,"栖息在龙堡参天高地的大型鲈鱼，拉力十分强劲，深受当地捕鱼人的喜爱。",12761,139,0,False,False,2,398,0,True,True,True
348,"一种适应严寒气候的珍贵淡水鲀。在伊修加德，它被视作财富的象征，因此在贵族之间很流行饲养它作为观赏鱼。",12762,136,0,False,False,3,397,0,True,False,True
349,"这种鱼平时潜身于湖底。等到下雪时便出来捕食一些因水温变低而行动缓慢的鱼。",12763,136,0,False,False,3,397,0,True,False,True
350,"相传它的身上包裹着龙骨，不过事实表明那只是蜻蜓飞蜥的骨头而已。",12764,136,0,False,False,2,398,0,True,False,False
351,"这种鱼会在暴风雪的天气里出来捕食，因此又被称为“吹雪鱼”。有人怀疑它和雷神鱼是同一品种。",12765,136,0,False,False,2,397,0,True,False,True
352,"以冰川核为食的水母，象征着暴风雪已经过去。因此深受库尔札斯人的喜爱。",12766,136,0,False,False,5,397,0,True,False,True
353,"一种古代鱼，其菱形的鱼鳞会在阳光下闪闪发光。但由于它以昆虫为食，因此受到骨颌族厌恶。",12767,139,0,False,False,3,398,0,True,True,False
354,"高山图丽鱼，拥有长长的鳍和洁白的身体。但这样的外表在自然界里实在是太显眼了，很容易就会被捕食，因此这种鱼极为稀少。",12768,139,0,False,False,3,400,0,True,False,False
355,"一种凶暴的巨大鲶鱼，又名食人鱼。虽然实际上它并没有吃过人，不过却扫平过整个渔场。",12769,136,0,False,False,2,398,0,True,False,False
356,"神秘浮游章鱼，由于形似哥布林族的面具，因此在冒险者之间得此爱称。",12770,139,0,False,False,6,400,0,True,False,False
357,"附着在浮岛的岩壁上，如同海葵一般的生物。外形酷似传说中的妖异美杜莎的头部。",12771,139,0,False,False,6,400,0,True,False,False
358,"熔岩性螺，鳞具有极强的耐热性。虽然与鳞脚螺生存的地域不同，但两者之间有着不少类似之处。",12772,139,0,False,True,7,398,0,True,False,False
359,"这种鱼的双目已经完全退化，对光不做任何反应。其丑陋的姿态总能让人联想到虚无界的妖异。",12773,139,0,False,False,8,402,0,True,False,False
360,"长相可爱的两栖类生物。也有人说它是蝾螈的一种，但真相如何并没有人知晓。",12774,150,0,False,False,3,402,0,True,True,False
361,"据亚拉戈神典石的解析表明，这种鱼的甲壳适用于制作装甲，因此对其甲壳硬度进行了强化。",12775,139,0,False,False,8,402,0,True,False,False
362,"闪耀着超越金鱼光芒的魔泉鱼，其美丽的外表无不令见者为之屏息。但想要饲养它必须要用魔泉的水槽，条件十分苛刻。",12776,139,0,False,False,8,402,0,True,False,False
363,"对光没有反应，却能精准地捕到猎物。这种鱼身上长有独特的器官，能够感知到以太的浓度。",12777,139,0,False,False,2,402,0,True,False,False
364,"一种含有剧毒的小型魔泉鱼。身上的颜色十分鲜艳，一看就不能吃。",12778,139,0,False,False,8,402,0,True,False,False
365,"有些像玻璃刺鱼，不过并不是每一条的身体都是透明的。个体差明显是这种鱼的特征之一。",12779,145,0,False,False,2,402,0,True,False,False
366,"香味诱人的鱼，深受萨雷安人喜爱。目前其生存正在受到哥布林族带来的外来种威胁。",12780,136,0,False,False,2,399,0,True,False,False
367,"一种胸鳍很大的古代鱼，从上面看去就好像蝴蝶一样。萨雷安人曾经将这种鱼养在庭院的池塘中观赏。",12781,142,0,False,False,3,399,0,True,False,False
368,"一种古代鱼，头上长有如鬣毛一般的器官。对于喜欢圆圆绒球的莫古力族来说，这种鱼实在是太难看了。",12782,142,0,False,False,3,400,0,True,False,False
369,"外表像枯叶一样的鱼。它会混在漂浮在水面上的落叶中接近小鱼，并迅速将小鱼捕食。",12783,142,0,False,False,3,399,0,True,False,False
370,"一种借助风属性以太在高空飞行的云海鱼，长有如船帆一样的鳍。它那飞行的姿势简直可以用骁勇来形容。",12784,139,0,False,False,6,400,0,True,True,True
371,"一种寄居在大型云海鱼身上飞行的鱼。会帮宿主吃掉背上的害虫。",12785,142,0,False,False,6,401,0,True,False,False
372,"与以太虱一样，几乎吃不到饵食，只能靠摄取岩浆中的火属性以太和土属性以太为生。",12786,142,0,False,False,7,398,0,True,True,False
373,"一种适应高温的龟。曾有人看见这种龟被爆发的火山喷上天空，然后又像陨石一般砸向地面。",12787,142,0,False,False,7,398,0,True,False,False
374,"长有无数触手的神秘物质，它会用这些触手捕食周围的昆虫。其表面十分光滑，触感有如人类的皮肤。",12788,142,0,False,False,8,402,0,True,False,False
375,"平时会老老实实地贴在浮岛的岩壁上，一旦发现云海鱼就会一跃而起，然后再利用头部的飞膜滑行回岩壁。",12789,142,0,False,False,6,400,0,True,False,True
376,"粉色双壳贝，在萨雷安是幸运的象征。据说考生在考名牌魔法大学时会带上这种贝当护身符。",12790,142,0,False,False,2,399,0,True,False,False
377,"这种鱼会朝着龙族喷射高压水，以此割破龙族的皮肉，吸食它们的血。实在是一种恐怖的生物。",12791,145,0,False,False,3,402,0,True,False,False
378,"在部分喜爱垂钓的莫古力间十分抢手。他们似乎很喜欢吃这种鱼的鱼卵。",12792,145,0,False,False,3,400,0,True,True,False
379,"一种有毒的梦幻云海鱼。该鱼会将体内的气囊膨胀起来浮游前进。由于它们十分美味，曾有一段时间遭到胡乱捕杀。",12793,145,0,False,False,6,400,0,True,False,False
380,"夕月天女的近亲，不同的是朝日天女的身体显红色。这种差别主要来源于它们吃的饵食不同。",12794,145,0,False,False,5,400,0,True,False,False
381,"附着在浮岛上的珊瑚。莫古力族的艺术家将其磨碎制成颜料画彩石。",12795,145,0,False,True,6,400,0,True,False,False
382,"用触手捕食贝类的淡水章鱼。偶尔会在雪地上爬行，在雪人眼中是一顿美餐。",12796,145,0,False,False,3,397,0,True,True,False
383,"长有如同枝叶一般的飞膜，在云海中飘来飘去好不自在。只是有时会被少见多怪的莫古力族当成龙族，闹出很大笑话。",12797,145,0,False,False,6,400,0,True,False,False
384,"可以操纵风属性的以太，乘着自己制造出的龙卷风移动。除此之外并没有什么厉害之处。",12798,180,0,False,False,6,401,0,True,False,False
385,"一种气囊很大的水母。相传鸟人族就是看了它才发明出的气球。",12799,145,0,False,False,5,397,0,True,False,True
386,"为耐高温而用金属制鳞片包裹住自己的熔岩鱼。其外形和岩石无异，因此经常被误认为是化石。",12800,145,0,False,False,7,398,0,True,False,False
387,"它那摆动的鱼鳍远看就像人类的四肢，说白了就是有点像水栖种族洛浦肯，很是恶心。",12801,145,0,False,False,8,402,0,True,False,False
388,"凶猛的捕食者，身处河边生态系统中的最高级。当然这个生态系统中并不包括龙族。",12802,145,0,False,False,2,398,0,True,True,False
389,"经魔科学进行品种改良的鱼，常用作龙族的饵食。这种鱼不但营养丰富，而且繁殖能力也十分强。",12803,180,0,False,False,3,402,0,True,True,True
390,"科学家组织青蓝之手进行过品种改良的哥布林刺鱼。又臭又腥非常难吃，不过对哥布林族来说是人间美味。",12804,145,0,False,False,2,399,0,True,False,False
391,"一种飞行速度极快的云海鱼。据说龙族幼崽都是用这种鱼锻炼身手的。",12805,145,0,False,False,6,400,0,True,False,False
392,"独自在阿济兹拉周边空域完成进化的云海鱼。受到刺激时会从身体里的刺中喷出毒雾。",12806,148,0,False,False,6,402,0,True,False,False
393,"据说是腐鱼的原种。会生成一种透明的胶状外膜，保护自身不受魔泉毒素伤害。",12807,145,0,False,False,8,402,0,True,False,False
